,Country,Data as of,Case definition,Number of cases Cumulative,Number of cases in past 21 days,Number of deaths Cumulative
1529,Liberia,2015-09-20, Suspected,Not available,,Not available
1530,Liberia,2015-09-20, Total,6,,2
1531,Liberia,2015-09-20, Total,6,,2
1532,Liberia,2015-09-20, Suspected,Not available,,Not available
1533,Liberia,2015-09-20, Probable,0,,Not available
1534,Liberia,2015-09-20, Confirmed,6,,2
1535,Liberia,2015-09-20, Probable,Not available,,Not available
1536,Liberia,2015-09-20, Confirmed,6,,2
1537,Liberia,2015-09-20, Probable,0,,Not available
1538,Liberia,2015-09-20, Suspected,Not available,,Not available
1539,Liberia,2015-09-20, Total,6,,2
1540,Liberia,2015-09-20, Total,6,,2
1541,Liberia,2015-09-20, Confirmed,6,,2
1542,Liberia,2015-09-20, Total,6,,2
1543,Liberia,2015-09-20, Confirmed,6,,2
1544,Liberia,2015-09-20, Suspected,Not available,,Not available
1545,Liberia,2015-09-20, Total,6,,2
1546,Liberia,2015-09-20, Suspected,Not available,,Not available
1547,Liberia,2015-09-20, Probable,Not available,,Not available
1548,Liberia,2015-09-20, Confirmed,6,,2
1549,Liberia,2015-09-20, Confirmed,6,,2
1550,Liberia,2015-09-20, Probable,Not available,,Not available
1551,Liberia,2015-09-20, Total,6,,2
1552,Liberia,2015-09-20, Confirmed,6,,2
1553,Liberia,2015-09-20, Probable,Not available,,Not available
1554,Liberia,2015-09-20, Suspected,Not available,,Not available
1555,Liberia,2015-09-20, Total,6,,2
1556,Liberia,2015-09-20, Confirmed,6,,2
1557,Liberia,2015-09-20, Probable,Not available,,Not available
1558,Liberia,2015-09-20, Probable,0,,Not available
1559,Liberia,2015-09-20, Confirmed,6,,2
1560,Liberia,2015-09-20, Suspected,Not available,,Not available
1561,Liberia,2015-09-20, Total,6,,2
1562,Liberia,2015-09-20, Total,6,,2
1563,Liberia,2015-09-20, Suspected,Not available,,Not available
1564,Liberia,2015-09-20, Probable,Not available,,Not available
1565,Liberia,2015-09-20, Confirmed,6,,2
1566,Liberia,2015-09-20, Suspected,Not available,,Not available
1567,Liberia,2015-09-20, Probable,Not available,,Not available
1568,Liberia,2015-09-20, Confirmed,6,,2
1569,Liberia,2015-09-20, Total,6,,2
1570,Liberia,2015-09-20, Suspected,Not available,,Not available
1571,Liberia,2015-09-20, Suspected,Not available,,Not available
1572,Liberia,2015-09-20, Confirmed,6,,2
1573,Liberia,2015-09-20, Probable,0,,Not available
1574,Liberia,2015-09-20, Total,6,,2
1575,Liberia,2015-09-20, Suspected,Not available,,Not available
1576,Liberia,2015-09-20, Total,6,,2
1577,Liberia,2015-09-20, Suspected,Not available,,Not available
1578,Liberia,2015-09-20, Confirmed,6,,2
1579,Liberia,2015-09-20, Probable,0,,Not available
1580,Liberia,2015-09-20, Suspected,Not available,,Not available
1581,Liberia,2015-09-20, Total,6,,2
1582,Liberia,2015-09-20, Suspected,Not available,,Not available
1583,Liberia,2015-09-20, Probable,Not available,,Not available
1584,Liberia,2015-09-20, Confirmed,6,,2
1585,Liberia,2015-09-20, Probable,0,,Not available
1586,Liberia,2015-09-20, Confirmed,6,,2
1587,Liberia,2015-09-20, Probable,Not available,,Not available
1588,Liberia,2015-11-22, Suspected,Not available,,Not available
1589,Liberia,2015-11-22, Probable,Not available,,Not available
1590,Liberia,2015-11-22, Suspected,Not available,,Not available
1591,Liberia,2015-11-22, Confirmed,9,,2
1592,Liberia,2015-11-22, Confirmed,9,,2
1593,Liberia,2015-11-22, Probable,Not available,,Not available
1594,Liberia,2015-11-22, Total,9,,2
1595,Liberia,2015-11-22, Confirmed,9,,2
1596,Liberia,2015-11-22, Probable,Not available,,Not available
1597,Liberia,2015-11-22, Probable,Not available,,Not available
1598,Liberia,2015-11-22, Total,9,,2
1599,Liberia,2015-11-22, Total,9,3,2
1600,Liberia,2015-11-22, Suspected,Data not available.,Not reported.,Data not available.
1601,Liberia,2015-11-22, Probable,Not reported.,Not reported.,Data not available.
1602,Liberia,2015-11-22, Confirmed,9,3,2
1603,Liberia,2015-11-22, Suspected,Not available,,Not available
1604,Liberia,2015-11-22, Confirmed,9,,2
1605,Liberia,2015-11-22, Total,9,,2
1606,Liberia,2015-11-22, Total,9,,2
1607,Liberia,2015-11-22, Suspected,Not available,,Not available
1608,Liberia,2015-11-29, Confirmed,9,3,3
1609,Liberia,2015-11-29, Probable,Not reported.,Not reported.,Data not available.
1610,Liberia,2015-11-29, Total,9,,3
1611,Liberia,2015-11-29, Total,9,3,3
1612,Liberia,2015-11-29, Total,9,,3
1613,Liberia,2015-11-29, Suspected,Not available,,Not available
1614,Liberia,2015-11-29, Suspected,Not available,,Not available
1615,Liberia,2015-11-29, Probable,Not available,,Not available
1616,Liberia,2015-11-29, Confirmed,9,,3
1617,Liberia,2015-11-29, Probable,Not available,,Not available
1618,Liberia,2015-11-29, Confirmed,9,,3
1619,Liberia,2015-11-29, Total,9,,3
1620,Liberia,2015-11-29, Suspected,Not available,,Not available
1621,Liberia,2015-11-29, Suspected,Data not available.,Not reported.,Data not available.
1622,Liberia,2015-11-29, Confirmed,9,,3
1623,Liberia,2015-11-29, Total,9,,3
1624,Liberia,2015-11-29, Suspected,Not available,,Not available
1625,Liberia,2015-11-29, Probable,Not available,,Not available
1626,Liberia,2015-11-29, Confirmed,9,,3
1627,Liberia,2015-11-29, Probable,Not available,,Not available
1628,Liberia,2015-12-06, Probable,Not available,,Not available
1629,Liberia,2015-12-06, Confirmed,9,,3
1630,Liberia,2015-12-06, Total,9,,3
1631,Liberia,2015-12-06, Total,9,,3
1632,Liberia,2015-12-06, Suspected,Not available,,Not available
1633,Liberia,2015-12-06, Total,9,,3
1634,Liberia,2015-12-06, Confirmed,9,,3
1635,Liberia,2015-12-06, Total,9,3,3
1636,Liberia,2015-12-06, Suspected,Data not available.,Not reported.,Data not available.
1637,Liberia,2015-12-06, Probable,Not reported.,Not reported.,Data not available.
1638,Liberia,2015-12-06, Total,9,,3
1639,Liberia,2015-12-06, Confirmed,9,3,3
1640,Liberia,2015-12-06, Suspected,Not available,,Not available
1641,Liberia,2015-12-06, Suspected,Not available,,Not available
1642,Liberia,2015-12-06, Probable,Not available,,Not available
1643,Liberia,2015-12-06, Confirmed,9,,3
1644,Liberia,2015-12-06, Probable,Not available,,Not available
1645,Liberia,2015-12-06, Confirmed,9,,3
1646,Liberia,2015-12-06, Probable,Not available,,Not available
1647,Liberia,2015-12-06, Suspected,Not available,,Not available
1648,Liberia,2015-12-13, Suspected,Data not available.,Not reported.,Data not available.
1649,Liberia,2015-12-13, Total,9,,3
1650,Liberia,2015-12-13, Suspected,Not available,,Not available
1651,Liberia,2015-12-13, Confirmed,9,,3
1652,Liberia,2015-12-13, Confirmed,9,,3
1653,Liberia,2015-12-13, Probable,Not reported.,Not reported.,Data not available.
1654,Liberia,2015-12-13, Confirmed,9,0,3
1655,Liberia,2015-12-13, Total,9,0,3
1656,Liberia,2015-12-13, Total,9,,3
1657,Liberia,2015-12-13, Suspected,Not available,,Not available
1658,Liberia,2015-12-13, Probable,Not available,,Not available
1659,Liberia,2015-12-13, Probable,Not available,,Not available
1660,Liberia,2015-12-13, Probable,Not available,,Not available
1661,Liberia,2015-12-13, Confirmed,9,,3
1662,Liberia,2015-12-13, Probable,Not available,,Not available
1663,Liberia,2015-12-13, Suspected,Not available,,Not available
1664,Liberia,2015-12-13, Total,9,,3
1665,Liberia,2015-12-13, Total,9,,3
1666,Liberia,2015-12-13, Suspected,Not available,,Not available
1667,Liberia,2015-12-13, Confirmed,9,,3
1668,Liberia,2015-12-20, Confirmed,9,,3
1669,Liberia,2015-12-20, Probable,Not available,,Not available
1670,Liberia,2015-12-20, Suspected,Not available,,Not available
1671,Liberia,2015-12-20, Total,9,,3
1672,Liberia,2015-12-20, Total,9,,3
1673,Liberia,2015-12-20, Suspected,Not available,,Not available
1674,Liberia,2015-12-20, Probable,Not available,,Not available
1675,Liberia,2015-12-20, Confirmed,9,,3
1676,Liberia,2015-12-20, Probable,Not reported.,Not reported.,Data not available.
1677,Liberia,2015-12-20, Confirmed,9,0,3
1678,Liberia,2015-12-20, Probable,Not available,,Not available
1679,Liberia,2015-12-20, Total,9,,3
1680,Liberia,2015-12-20, Suspected,Not available,,Not available
1681,Liberia,2015-12-20, Suspected,Not available,,Not available
1682,Liberia,2015-12-20, Total,9,0,3
1683,Liberia,2015-12-20, Confirmed,9,,3
1684,Liberia,2015-12-20, Probable,Not available,,Not available
1685,Liberia,2015-12-20, Confirmed,9,,3
1686,Liberia,2015-12-20, Suspected,Data not available.,Not reported.,Data not available.
1687,Liberia,2015-12-20, Total,9,,3
1688,Liberia,2015-12-27, Confirmed,9,0,3
1689,Liberia,2015-12-27, Probable,Not reported.,Not reported.,Data not available.
1690,Liberia,2015-12-27, Suspected,Data not available.,Not reported.,Data not available.
1691,Liberia,2015-12-27, Total,9,0,3
1692,Liberia,2016-01-03, Total,9,0,3
1693,Liberia,2016-01-03, Suspected,Data not available.,Not reported.,Data not available.
1694,Liberia,2016-01-03, Probable,Not reported.,Not reported.,Data not available.
1695,Liberia,2016-01-03, Confirmed,9,0,3
1696,Liberia,2016-01-10, Confirmed,9,0,3
1697,Liberia,2016-01-10, Probable,Not reported.,Not reported.,Data not available.
1698,Liberia,2016-01-10, Suspected,Data not available.,Not reported.,Data not available.
1699,Liberia,2016-01-10, Total,9,0,3
1700,Liberia,2016-01-14, Suspected,Not reported.,Not reported.,Data not available.
1701,Liberia,2016-01-14, Suspected,Not reported.,Not reported.,Data not available.
1702,Liberia,2016-01-14, Probable,Not reported.,Not reported.,Data not available.
1703,Liberia,2016-01-14, Confirmed,9,0,3
1704,Liberia,2016-01-14, Total,9,0,3
1705,Liberia,2016-01-14, Total,9,0,3
1706,Liberia,2016-01-14, Probable,Not reported.,Not reported.,Data not available.
1707,Liberia,2016-01-14, Confirmed,9,0,3
1708,Liberia,2016-01-14, Probable,Not reported.,Not reported.,Data not available.
1709,Liberia,2016-01-14, Confirmed,9,0,3
1710,Liberia,2016-01-14, Confirmed,9,0,3
1711,Liberia,2016-01-14, Total,9,0,3
1712,Liberia,2016-01-14, Confirmed,9,0,3
1713,Liberia,2016-01-14, Probable,Not reported.,Not reported.,Data not available.
1714,Liberia,2016-01-14, Suspected,Not reported.,Not reported.,Data not available.
1715,Liberia,2016-01-14, Total,9,0,3
1716,Liberia,2016-01-14, Confirmed,9,0,3
1717,Liberia,2016-01-14, Probable,Not reported.,Not reported.,Data not available.
1718,Liberia,2016-01-14, Suspected,Not reported.,Not reported.,Data not available.
1719,Liberia,2016-01-14, Total,9,0,3
1720,Liberia,2016-01-14, Total,9,0,3
1721,Liberia,2016-01-14, Suspected,Not reported.,Not reported.,Data not available.
1722,Liberia,2016-01-14, Probable,Not reported.,Not reported.,Data not available.
1723,Liberia,2016-01-14, Suspected,Not reported.,Not reported.,Data not available.
1724,Liberia,2016-01-14, Probable,Not reported.,Not reported.,Data not available.
1725,Liberia,2016-01-14, Suspected,Not reported.,Not reported.,Data not available.
1726,Liberia,2016-01-14, Suspected,Not reported.,Not reported.,Data not available.
1727,Liberia,2016-01-14, Probable,Not reported.,Not reported.,Data not available.
1728,Liberia,2016-01-14, Confirmed,9,0,3
1729,Liberia,2016-01-14, Probable,Not reported.,Not reported.,Data not available.
1730,Liberia,2016-01-14, Suspected,Not reported.,Not reported.,Data not available.
1731,Liberia,2016-01-14, Total,9,0,3
1732,Liberia,2016-01-14, Total,9,0,3
1733,Liberia,2016-01-14, Total,9,0,3
1734,Liberia,2016-01-14, Probable,Not reported.,Not reported.,Data not available.
1735,Liberia,2016-01-14, Suspected,Not reported.,Not reported.,Data not available.
1736,Liberia,2016-01-14, Confirmed,9,0,3
1737,Liberia,2016-01-14, Probable,Not reported.,Not reported.,Data not available.
1738,Liberia,2016-01-14, Suspected,Not reported.,Not reported.,Data not available.
1739,Liberia,2016-01-14, Total,9,0,3
1740,Liberia,2016-01-14, Total,9,0,3
1741,Liberia,2016-01-14, Confirmed,9,0,3
1742,Liberia,2016-01-14, Confirmed,9,0,3
1743,Liberia,2016-01-14, Confirmed,9,0,3
1744,Liberia,2016-04-03, Confirmed,11,2,4
1745,Liberia,2016-04-03, Probable,Not reported.,Not reported.,Data not available.
1746,Liberia,2016-04-03, Suspected,Not reported.,Not reported.,Data not available.
1747,Liberia,2016-04-03, Total,11,2,4
1748,Liberia,2016-04-10, Probable,Not reported.,Not reported.,Data not available.
1749,Liberia,2016-04-10, Suspected,Not reported.,Not reported.,Data not available.
1750,Liberia,2016-04-10, Total,12,3,4
1751,Liberia,2016-04-10, Confirmed,12,3,4
1752,Liberia,2016-04-17, Confirmed,12,3,4
1753,Liberia,2016-04-17, Probable,Not reported.,Not reported.,Data not available.
1754,Liberia,2016-04-17, Suspected,Not reported.,Not reported.,Data not available.
1755,Liberia,2016-04-17, Total,12,3,4
1756,Liberia,2016-04-24, Confirmed,12,1,4
1757,Liberia,2016-04-24, Probable,Not reported.,Not reported.,Data not available.
1758,Liberia,2016-04-24, Total,12,1,4
1759,Liberia,2016-04-24, Suspected,Not reported.,Not reported.,Data not available.
1760,Liberia,2016-05-01, Suspected,Not reported.,Not reported.,Data not available.
1761,Liberia,2016-05-01, Total,12,0,4
1762,Liberia,2016-05-01, Confirmed,12,0,4
1763,Liberia,2016-05-01, Probable,Not reported.,Not reported.,Data not available.
1764,Liberia,2016-05-08, Confirmed,12,0,4
1765,Liberia,2016-05-08, Probable,Not reported.,Not reported.,Data not available.
1766,Liberia,2016-05-08, Suspected,Not reported.,Not reported.,Data not available.
1767,Liberia,2016-05-08, Total,12,0,4
